0	437.2060667	1001.978693	1939.087436	1984.346572	1896.860602	1871.75851	1784.119931	3676.785582	3610.559868	3726.16182	1842.284993	2584.645542	1597.384822	1753.858276	686.4578255	533.1311816	1396.61678	617.2261672	1144.207695	286.7274518	419.1469376	672.7964496	2719.38917	2747.186218	3167.065021	3054.279068	3330.392483	3317.851589	3105.774684	3502.974376	2520.276207
437.2060667	0	1368.388564	2375.624408	2419.810788	2333.021507	2307.523819	2221.325335	3630.937952	3531.816582	3677.400987	1485.934022	2907.598339	1272.422429	2185.442163	1065.419076	851.9715904	1792.151129	417.8172799	749.6941241	500.0097202	306.5755971	340.6207059	2313.251841	2364.993484	2753.847649	2661.473896	2914.899833	2916.968142	2730.878768	3110.243251	2091.123545
1001.978693	1368.388564	0	1384.278346	1459.615763	1362.564369	1354.071536	1190.987693	3293.159251	3304.38422	3346.514263	2371.353521	1592.177184	2083.471159	1004.2725	316.1022444	522.3936213	450.7051067	1248.496488	1863.064793	874.4749334	1143.411685	1419.155602	3343.602652	3283.247619	3805.539253	3613.745146	3974.886152	3898.990508	3600.34491	4046.308107	3429.036772
1939.087436	2375.624408	1384.278346	0	86.16585821	51.59860974	87.01501228	194.4881621	4524.294933	4578.695905	4578.253123	3671.168537	1967.888557	3392.861458	479.8657695	1496.304064	1744.189724	1064.460059	2449.491482	3052.433683	2003.351943	2282.547973	2572.875734	4611.931049	4593.064686	5069.160106	4916.399136	5235.93851	5193.616236	4928.906133	5358.990711	4428.846304
1984.346572	2419.810788	1459.615763	86.16585821	0	97.27387288	113.7588333	275.4478519	4609.828332	4663.429845	4663.787931	3731.664117	2047.230311	3454.781239	566.0160759	1561.713604	1807.280318	1147.958404	2505.45668	3104.84857	2058.369083	2335.599608	2624.926908	4668.032111	4653.613362	5124.327838	4975.864386	5290.696862	5251.967217	4991.492684	5419.327631	4463.160852
1896.860602	2333.021507	1362.564369	51.59860974	97.27387288	0	35.70106965	183.4025248	4521.903376	4573.116641	4575.865839	3636.943547	1992.216008	3359.555954	487.269403	1465.357167	1711.581096	1055.984718	2412.495893	3013.596202	1965.784768	2243.972093	2533.820465	4575.110768	4558.896958	5031.836187	4881.558824	5198.396932	5158.105817	4896.084601	5324.702003	4382.92875
1871.75851	2307.523819	1354.071536	87.01501228	113.7588333	35.70106965	0	189.7471351	4526.444974	4575.452375	4580.406361	3618.239919	2014.489581	3341.604001	500.9912345	1449.703148	1694.497343	1057.421181	2391.702731	2991.214914	1944.610558	2221.906459	2511.312381	4554.274739	4540.18026	5010.574511	4862.294078	5176.953041	5138.296644	4878.411028	5305.856601	4354.359459
1784.119931	2221.325335	1190.987693	194.4881621	275.4478519	183.4025248	189.7471351	0	4338.654416	4389.760264	4392.616924	3491.459692	1841.897241	3211.505491	314.9062613	1312.340158	1562.710879	872.9840917	2276.715204	2884.191599	1832.651128	2114.292056	2405.703361	4437.625198	4413.007657	4895.989796	4737.61544	5063.285326	5016.188632	4746.340226	5179.035134	4288.784278
3676.785582	3630.937952	3293.159251	4524.294933	4609.828332	4521.903376	4526.444974	4338.654416	0	286.8051226	53.96251059	2843.170726	2998.610942	2764.273254	4049.905911	3401.768635	3299.375647	3472.833423	3213.123714	3264.299688	3390.844398	3359.865416	3329.985978	3332.355049	3023.515017	3594.649658	3227.605956	3707.117965	3438.151611	3004.61107	3381.394506	4479.377864
3610.559868	3531.816582	3304.38422	4578.695905	4663.429845	4573.116641	4575.452375	4389.760264	286.8051226	0	283.9596911	2648.253969	3145.926847	2592.269375	4110.027883	3387.17521	3265.12764	3518.134281	3115.468043	3116.260818	3327.223559	3272.848824	3219.352206	3085.006948	2771.750764	3332.191217	2964.560844	3440.602223	3168.340535	2737.217036	3105.433218	4264.433542
